Fecha,Hora,Activo,TF,Dir,Prob,LOB,Edge,Alpha,Stability,CWEV,Samples,Veredicto,Open,Close
18/3/2026,12:53:58,BTC/USD,5M,BUY,59.9,0.277,4.98,0.021,77,3.8,27,PENDIENTE,,
18/3/2026,12:58:57,XRP/USD,5M,BUY,60.7,0.209,5.74,0.030,86,5.0,30,PENDIENTE,,
18/3/2026,13:00:24,BTC/USD,5M,BUY,59.9,0.277,4.98,0.021,77,3.8,27,GANADA,71432.96,71467.82
18/3/2026,13:03:59,BTC/USD,5M,SELL,66.1,-0.160,-11.18,0.039,63,7.0,28,PENDIENTE,,
18/3/2026,13:05:25,XRP/USD,5M,BUY,60.7,0.209,5.74,0.030,86,5.0,30,GANADA,1.4407,1.4431
18/3/2026,13:08:58,XRP/USD,5M,SELL,60.6,-0.276,-5.67,0.043,91,5.2,42,PENDIENTE,,
18/3/2026,13:10:25,BTC/USD,5M,SELL,66.1,-0.160,-11.18,0.039,63,7.0,28,GANADA,71355.13,71234.02
18/3/2026,13:13:58,XRP/USD,15M,BUY,61.5,0.164,6.53,0.021,65,4.2,25,PENDIENTE,,
18/3/2026,13:15:25,XRP/USD,5M,SELL,60.6,-0.276,-5.67,0.043,91,5.2,42,GANADA,1.4407,1.4402
18/3/2026,13:18:56,ADA/USD,5M,SELL,66.6,-0.138,-11.66,0.038,65,7.5,25,PENDIENTE,,
18/3/2026,13:18:56,XRP/USD,5M,SELL,63.9,-0.272,-8.98,0.064,82,7.4,43,PENDIENTE,,
18/3/2026,13:25:26,XRP/USD,5M,SELL,63.9,-0.272,-8.98,0.064,82,7.4,43,PERDIDA,1.4388,1.4398
18/3/2026,13:25:27,ADA/USD,5M,SELL,66.6,-0.138,-11.66,0.038,65,7.5,25,GANADA,0.2704,0.2702
18/3/2026,13:28:55,SOL/USD,5M,BUY,63.0,0.266,8.10,0.052,90,7.3,36,PENDIENTE,,
18/3/2026,13:30:10,XRP/USD,15M,BUY,61.5,0.164,6.53,0.021,65,4.2,25,PERDIDA,1.4402,1.4401
18/3/2026,13:33:56,BNB/USD,5M,BUY,66.4,0.073,11.46,0.045,70,8.0,28,PENDIENTE,,
18/3/2026,13:35:11,SOL/USD,5M,BUY,63.0,0.266,8.10,0.052,90,7.3,36,PERDIDA,88.9,88.85
18/3/2026,13:40:11,BNB/USD,5M,BUY,66.4,0.073,11.46,0.045,70,8.0,28,GANADA,648,649.32
18/3/2026,13:43:58,DOGE/USD,15M,BUY,67.0,0.261,12.10,0.047,78,9.4,25,PENDIENTE,,
18/3/2026,13:48:57,BNB/USD,5M,SELL,69.7,-0.735,-14.79,0.077,74,11.0,35,PENDIENTE,,
18/3/2026,13:48:57,ETH/USD,5M,SELL,64.0,-0.990,-9.03,0.049,80,7.2,34,PENDIENTE,,
18/3/2026,13:53:58,BNB/USD,5M,BUY,64.3,0.364,9.35,0.067,86,8.0,42,PENDIENTE,,
18/3/2026,13:55:11,ETH/USD,5M,SELL,64.0,-0.990,-9.03,0.049,80,7.2,34,PERDIDA,2180.1,2185.36
18/3/2026,13:55:12,BNB/USD,5M,SELL,69.7,-0.735,-14.79,0.077,74,11.0,35,PERDIDA,649.47,649.5
18/3/2026,13:58:56,ETH/USD,5M,SELL,66.6,-0.714,-11.65,0.048,80,9.3,26,PENDIENTE,,
18/3/2026,13:58:57,ETH/USD,15M,SELL,60.3,-0.714,-5.39,0.023,86,4.6,25,PENDIENTE,,
18/3/2026,14:00:11,BNB/USD,5M,BUY,64.3,0.364,9.35,0.067,86,8.0,42,PERDIDA,649.49,648.5
18/3/2026,14:00:12,DOGE/USD,15M,BUY,67.0,0.261,12.10,0.047,78,9.4,25,PERDIDA,0.09387,0.09385
18/3/2026,14:03:55,BNB/USD,5M,SELL,59.6,-0.082,-4.70,0.035,81,3.8,46,PENDIENTE,,
18/3/2026,14:05:12,ETH/USD,5M,SELL,66.6,-0.714,-11.65,0.048,80,9.3,26,PERDIDA,2181,2183.19
18/3/2026,14:10:12,BNB/USD,5M,SELL,59.6,-0.082,-4.70,0.035,81,3.8,46,GANADA,647.93,647.4
18/3/2026,14:15:12,ETH/USD,15M,SELL,60.3,-0.714,-5.39,0.023,86,4.6,25,PERDIDA,2181,2182.09
18/3/2026,14:19:00,ADA/USD,5M,SELL,65.5,-0.133,-10.54,0.068,77,8.1,42,PENDIENTE,,
18/3/2026,14:19:00,DOGE/USD,5M,BUY,61.1,0.369,6.18,0.025,80,4.9,25,PENDIENTE,,
18/3/2026,14:19:00,ETH/USD,5M,SELL,59.5,-0.998,-4.54,0.021,57,2.6,41,PENDIENTE,,
18/3/2026,14:25:12,ETH/USD,5M,SELL,59.5,-0.998,-4.54,0.021,57,2.6,41,PERDIDA,2185.79,2195.05
18/3/2026,14:25:13,DOGE/USD,5M,BUY,61.1,0.369,6.18,0.025,80,4.9,25,GANADA,0.09365,0.09404
18/3/2026,14:25:14,ADA/USD,5M,SELL,65.5,-0.133,-10.54,0.068,77,8.1,42,PERDIDA,0.2709,0.2718
18/3/2026,14:28:57,ETH/USD,5M,SELL,67.3,-0.126,-12.34,0.042,54,6.6,32,PENDIENTE,,
18/3/2026,14:28:57,SOL/USD,15M,SELL,64.8,-0.136,-9.84,0.026,53,5.2,25,PENDIENTE,,
18/3/2026,14:28:58,ETH/USD,15M,SELL,60.8,-0.126,-5.83,0.021,72,4.2,25,PENDIENTE,,
18/3/2026,14:35:12,ETH/USD,5M,SELL,67.3,-0.126,-12.34,0.042,54,6.6,32,GANADA,2198.33,2196.12
18/3/2026,14:43:57,ADA/USD,15M,SELL,66.9,-0.228,-11.93,0.049,82,9.8,25,PENDIENTE,,
18/3/2026,14:43:58,ETH/USD,5M,SELL,68.4,-0.308,-13.49,0.044,65,8.7,25,PENDIENTE,,
18/3/2026,14:45:13,ETH/USD,15M,SELL,60.8,-0.126,-5.83,0.021,72,4.2,25,PERDIDA,2198.33,2204.51
18/3/2026,14:45:14,SOL/USD,15M,SELL,64.8,-0.136,-9.84,0.026,53,5.2,25,PERDIDA,89.5,90.02
18/3/2026,14:50:13,ETH/USD,5M,SELL,68.4,-0.308,-13.49,0.044,65,8.7,25,PERDIDA,2204.51,2206.7
18/3/2026,15:00:14,ADA/USD,15M,SELL,66.9,-0.228,-11.93,0.049,82,9.8,25,PERDIDA,0.2723,0.2724
18/3/2026,15:13:57,XRP/USD,15M,SELL,62.5,-0.056,-7.60,0.028,73,5.5,25,PENDIENTE,,
18/3/2026,15:23:58,DOGE/USD,5M,BUY,64.8,0.380,9.85,0.034,68,6.7,25,PENDIENTE,,
18/3/2026,15:30:14,DOGE/USD,5M,BUY,64.8,0.380,9.85,0.034,68,6.7,25,GANADA,0.09472,0.09497
18/3/2026,15:30:15,XRP/USD,15M,SELL,62.5,-0.056,-7.60,0.028,73,5.5,25,GANADA,1.4648,1.4593
18/3/2026,15:38:57,DOGE/USD,5M,BUY,73.7,0.230,18.77,0.073,78,14.6,25,PENDIENTE,,
18/3/2026,15:45:14,DOGE/USD,5M,BUY,73.7,0.230,18.77,0.073,78,14.6,25,GANADA,0.09493,0.09504
18/3/2026,15:58:57,ADA/USD,30M,SELL,60.6,-0.129,-5.71,0.025,86,4.9,25,PENDIENTE,,
18/3/2026,16:03:57,XRP/USD,5M,BUY,71.7,0.281,16.81,0.084,93,15.6,27,PENDIENTE,,
18/3/2026,16:03:57,BNB/USD,5M,BUY,62.2,0.146,7.28,0.036,83,6.1,30,PENDIENTE,,
18/3/2026,16:08:56,ETH/USD,5M,SELL,63.0,-0.973,-8.07,0.032,80,6.4,25,PENDIENTE,,
18/3/2026,16:10:15,BNB/USD,5M,BUY,62.2,0.146,7.28,0.036,83,6.1,30,GANADA,649.73,650.12
18/3/2026,16:10:16,XRP/USD,5M,BUY,71.7,0.281,16.81,0.084,93,15.6,27,GANADA,1.4581,1.4599
18/3/2026,16:13:58,ADA/USD,5M,SELL,72.4,-0.272,-17.43,0.087,100,17.4,25,PENDIENTE,,
18/3/2026,16:13:58,BTC/USD,5M,SELL,66.8,-0.467,-11.86,0.032,53,6.3,25,PENDIENTE,,
18/3/2026,16:15:15,ETH/USD,5M,SELL,63.0,-0.973,-8.07,0.032,80,6.4,25,GANADA,2192.68,2188.62
18/3/2026,16:18:55,BTC/USD,5M,BUY,63.9,0.999,8.91,0.038,78,7.0,27,PENDIENTE,,
18/3/2026,16:20:15,BTC/USD,5M,SELL,66.8,-0.467,-11.86,0.032,53,6.3,25,PERDIDA,71342.01,71437.52
18/3/2026,16:20:16,ADA/USD,5M,SELL,72.4,-0.272,-17.43,0.087,100,17.4,25,PERDIDA,0.273,0.2736
18/3/2026,16:25:16,BTC/USD,5M,BUY,63.9,0.999,8.91,0.038,78,7.0,27,PERDIDA,71437.51,71300.01
18/3/2026,16:28:56,XRP/USD,30M,SELL,62.6,-0.029,-7.67,0.025,65,5.0,25,PENDIENTE,,
18/3/2026,16:28:57,XRP/USD,5M,SELL,59.3,-0.029,-4.34,0.024,70,3.0,40,PENDIENTE,,
